SchoolName,URL,Sector,Year_Range,Type,Address,Suburb,State,Postcode,Latitude,Longitude,Score
St Patrick's Primary School,http://www.stppakenham.catholic.edu.au,Catholic,"U, Prep-6",Primary,136 PRINCES HWY,PAKENHAM,VIC,3810,-38.069259,145.474429,94
St Joseph's School,http://www.sjyarrajunction.catholic.edu.au,Catholic,"U, Prep-6",Primary,MILNERS RD,YARRA JUNCTION,VIC,3797,-37.7918169,145.6158588,64
St Joseph's Primary School,http://www.stjwarragul.catholic.edu.au,Catholic,"U, Prep-6",Primary,167 BURKE STREET,WARRAGUL,VIC,3820,-38.158959,145.911357,91
Our Lady of Mount Carmel School,http://www.olmcsunbury.catholic.edu.au,Catholic,"U, Prep-6",Primary,53 MACEDON ST,SUNBURY,VIC,3429,-37.580561,144.735725,72
St Peter Apostle Primary School,http://www.stpeterahc.catholic.edu.au,Catholic,"U, Prep-6",Primary,GUINANE AVE,HOPPERS CROSSING,VIC,3029,-37.8754123,144.6910517,79
Stella Maris Catholic Primary School,http://www.smpointcookwest.catholic.edu.au,Catholic,"U, Prep-6",Primary,54-70 INNISFAIL DRIVE,POINT COOK WEST,VIC,3030,-37.890743,144.72768,83
Lumen Christi Catholic Primary School Point Cook,http://www.lcpointcook.catholic.edu.au,Catholic,"U, Prep-6",Primary,260-298 POINT COOK ROAD,POINT COOK,VIC,3030,-37.892443,144.753395,76
Corpus Christi Primary School,http://www.ccwerribee.catholic.edu.au,Catholic,"U, Prep-6",Primary,29 RUSSELL ST,WERRIBEE,VIC,3030,-37.909439,144.663335,68
St Andrew's Primary School,http://www.sawerribee.catholic.edu.au,Catholic,"U, Prep-6",Primary,110 GREAVES ST,WERRIBEE,VIC,3030,-37.901224,144.651003,73
Our Lady of the Southern Cross Catholic Primary School,http://www.olscwyn.catholic.edu.au,Catholic,"U, Prep-6",Primary,CNR HOWQUA WAY & MANOR LAKES BOULEVARD,WYNDHAM VALE,VIC,3024,-37.8747318,144.6066003,67
St George Preca Catholic Primary School,http://www.stgeorgepreca.catholic.edu.au,Catholic,"U, Prep-6",Primary,LOT 3002 LANCEFIELD DRIVE,CAROLINE SPRINGS,VIC,3023,-37.710692,144.737307,72
St Dominic's Primary School,http://www.sdmelton.catholic.edu.au,Catholic,"U, Prep-6",Primary,CHURCH ST,MELTON,VIC,3337,-37.6809174,144.584343,67
St Anthony's Primary School,http://www.sameltonsth.catholic.edu.au,Catholic,"U, Prep-6",Primary,WILSON RD,MELTON SOUTH,VIC,3338,-37.7092723,144.5726884,91
St Catherine's School,http://www.scmeltonwest.catholic.edu.au,Catholic,"U, Prep-6",Primary,BULMANS RD,MELTON WEST,VIC,3337,-37.6638442,144.5534464,89
St Anne's Primary School,http://www.sasunbury.catholic.edu.au,Catholic,"U, Prep-6",Primary,STEWARTS LANE,SUNBURY,VIC,3429,-37.5691392,144.7169707,82
Red Rock Christian College,http://www.redrock.vic.edu.au,Independent,"U, Prep-6",Primary,340 SETTLEMENT ROAD,SUNBURY,VIC,3429,-37.519101,144.706029,73
St Brigid's School,http://www.sbballan.catholic.edu.au,Catholic,"U, Prep-6",Primary,98 INGLIS ST,BALLAN,VIC,3342,-37.599565,144.22873,85
St Patrick's Primary School,http://www.spkilmore.catholic.edu.au,Catholic,"U, Prep-6",Primary,1 CONWAY STREET,KILMORE,VIC,3764,-37.299005,144.946896,94
St Mary's Primary School,http://www.smlancefield.catholic.edu.au,Catholic,"U, Prep-6",Primary,2 RAGLAN ST,LANCEFIELD,VIC,3435,-37.278734,144.732128,87
St Joseph's School,http://www.sjkorumburra.catholic.edu.au,Catholic,"U, Prep-6",Primary,BRIDGE ST,KORUMBURRA,VIC,3950,-38.435866,145.82212,64
St Joseph's School,http://www.trafalgar.catholic.edu.au,Catholic,"U, Prep-6",Primary,56 WATERLOO RD,TRAFALGAR,VIC,3824,-38.207012,146.151708,64
Southern Cross Grammar,http://www.scg.vic.edu.au/,Independent,"U, Prep-7",Combined,2-20 LANCEFIELD DRIVE,CAROLINE SPRINGS,VIC,3023,-37.713439,144.7388,94
Good News Lutheran College,http://www.goodnews.vic.edu.au,Independent,"U, Prep-9",Combined,580 TARNEIT ROAD,TARNEIT,VIC,3029,-37.85522,144.665994,89
